epoch,train_loss,train_l1,train_mse,train_grad,val_psnr,val_psnr_rain,val_psnr_snow,lr,steps
15,0.04679600819322145,0.04296055221826281,0.00425391683821717,0.07670911946455121,26.010113048553468,24.8310183045492,27.397755162245563,0.0002,1076
16,0.047010090809703205,0.043161415900917356,0.00431382810769665,0.07697350031187322,25.93485916852951,24.87530547345994,27.181816918509348,0.00019995524322835034,1076
17,0.0449187770402786,0.04120132818707303,0.003942726944879626,0.07434897759728494,26.608107656240463,25.557138861948356,27.84496208761825,0.00019982101297677353,1076
18,0.04350859181069142,0.03986146067681144,0.0037376619216537652,0.07294262313806767,26.675209391117097,25.56809729647774,27.97813723038654,0.00019959742939952395,1076
19,0.04337138771235278,0.0397356917534619,0.0037304590527919472,0.0727139208327328,25.693614915013313,24.285872668889215,27.350345585621945,0.00019928469263418374,1076
20,0.042293007482106355,0.03871311211342262,0.0035480182512090314,0.07159790672798083,26.517846035957337,25.064872168392114,28.227808478738176,0.00019888308262251285,1076
21,0.04143407461527721,0.037890798085954275,0.0034323781324644854,0.07086552977804303,26.925054448843003,25.885245637397546,28.148775022857045,0.00019839295885986296,1076
22,0.04061939754803772,0.03710929495299782,0.003306293802357064,0.07020205119797843,26.72816578745842,25.88840207888212,27.716459131565223,0.00019781476007338058,1076
23,0.04063893054511578,0.03713118182893385,0.003296412181290521,0.07015497504896225,26.98671800494194,25.78062983606592,28.40612789076202,0.00019714900382928672,1076
24,0.03955665758471645,0.03609741334872646,0.003148981818652774,0.0691848845068767,27.06040752530098,25.903254624736103,28.422226925285496,0.0001963962860695853,1076
25,0.039389796032255245,0.03594648903131928,0.0031080397958049314,0.06886614079597549,26.490368807315825,24.9700480775337,28.279589802229484,0.00019555728057861404,1076
26,0.03912530344699727,0.03569174612626489,0.0030648933914961766,0.06867114673662916,27.344707238674165,26.58035919983263,28.244246087106717,0.0001946327383799164,1076
27,0.038363498051349615,0.03498461781170039,0.0029703073246191607,0.06757760448138952,27.393374806642534,26.424767731242095,28.53330014027706,0.0001936234870639737,1076
28,0.03811315365731162,0.034741522639567465,0.0029583512763207134,0.0674326213918017,27.40054363012314,26.348669151350254,28.638463935073542,0.00019253043004739966,1076
29,0.03785584272287066,0.03449418996616533,0.0028956742416487375,0.06723305511852679,27.29705548286438,26.93163653467432,27.727106353863565,0.00019135454576426006,1076
30,0.036963121923116,0.033640418507221076,0.002790832333623771,0.06645406892550867,27.683055824041368,26.5939089052939,28.964840973315596,0.0001900968867902419,1076
31,0.036613130303217466,0.03332139254412631,0.0027062183408413714,0.06583475566998845,27.612988662719726,26.314278189157474,29.141403029565097,0.00018875857890045543,1076
32,0.03650198508916097,0.0332226766183363,0.002695442963321001,0.0655861708221327,27.920742791891097,27.02137772885361,28.97917922662229,0.00018734082006171299,1076
33,0.03613474608665561,0.03288710942806946,0.0026361503459322337,0.06495273296745514,27.67972081899643,27.145735922576375,28.308152023626832,0.00018584487936018661,1076
34,0.035575464233707596,0.03233463695916766,0.0025710792827214803,0.06481654492127242,27.967401134967805,27.072147314259084,29.020999168863103,0.00018427209586540394,1076
35,0.03558665374553586,0.032354524321888734,0.0025662249782391856,0.06464258808344879,27.399817287921906,25.949833699044465,29.10626055918583,0.0001826238774315995,1076
36,0.035357062097251084,0.03212703097885177,0.0025392584151070785,0.06460062260860681,28.04169214963913,27.0493677282609,29.209529733982215,0.00018090169943749476,1076
37,0.035034711709848454,0.03182910663745674,0.002505233961112709,0.0641121015586236,28.26027837395668,27.22544001981702,29.478149362161858,0.00017910710346563416,1076
38,0.03467908832434994,0.03149600641898894,0.002446793276458705,0.06366163944534708,28.338727712631226,27.434889732757746,29.402428192346274,0.00017724169592245998,1076
39,0.03478285052630095,0.03157569608758429,0.0024648855606827116,0.06414308841946123,27.858114582300185,27.073047979718687,28.78203650234508,0.00017530714660036112,1076
40,0.03482515761043641,0.03162852697313303,0.002493203424941229,0.06393261176454368,28.360262727737428,27.350435290033417,29.54869910000133,0.00017330518718298264,1076
41,0.0337957523141721,0.030652396895898486,0.0023266445486382218,0.0628671090786785,28.38371729850769,27.28561656047843,29.67603993578022,0.0001712376096951345,1076
42,0.03362268432853639,0.030490451595368603,0.0023117112971714187,0.06264465540772145,28.448636841773986,27.41287028582799,29.667600203533564,0.00016910626489868649,1076
43,0.03336567085817955,0.03024106976648855,0.00227265262533348,0.062492021683215764,28.301345509290694,27.343135591187227,29.42903473263695,0.00016691306063588583,1076
44,0.03343569677319641,0.030310093186324858,0.002284813132747267,0.06251207185860681,28.44176803827286,27.400871320956014,29.666768936883834,0.00016465996012157995,1076
45,0.03308153193059713,0.029974005036194528,0.0022408808204479563,0.06215053756433958,28.608363485336305,27.69211658852638,29.68666765641193,0.00016234898018587334,1076
46,0.03310309725443116,0.02998767600595591,0.00224516634411935,0.062308424979891475,28.681871324777603,27.781849161048846,29.74108108209104,0.00015998218946879135,1076
47,0.03272030631609981,0.029622466975933834,0.002183090107663462,0.06195678748709728,28.808950263261796,27.720997330770327,30.08933024503747,0.00015756170656856734,1076
48,0.03236860334509672,0.02929227282881709,0.002143381444291994,0.0615266091951955,28.871196913719178,27.821336239059537,30.106747231515897,0.00015508969814521023,1076
49,0.03236744698781008,0.029310716344666803,0.0021439012698093464,0.061134612878445245,28.392000538110732,27.141535775509873,29.86363593899474,0.00015256837698105041,1076
50,0.03211385432412661,0.02904052773341675,0.0021076270735729138,0.06146653221407732,28.87446540594101,27.942709288845172,29.971021924700057,0.00014999999999999996,1076
51,0.031937570808815416,0.028886665487108013,0.0020903521821120943,0.061018105840386624,28.534370064735413,27.297974128943647,29.989448274884904,0.00014738686624729983,1076
52,0.03176675223032199,0.028714216702884293,0.002072228738180358,0.061050710493359424,28.734305197000502,27.846560163994056,29.779066358293807,0.0001447313148315632,1076
53,0.031668098115441856,0.02861793933360107,0.0020468605913894363,0.06100317613536762,28.87339648604393,27.98326989543231,29.92096043281815,0.0001420357228309565,1076
54,0.031226672000185928,0.02820532979897213,0.0020037260545732725,0.0604268445574495,28.877569997310637,27.771084813024267,30.17976004412385,0.00013930250316539233,1076
55,0.03170720178055746,0.028664793166570838,0.0020645484099712924,0.06084817313315644,28.85433461666107,27.839095032973095,30.04914038521903,0.00013653410243663947,1076
56,0.03124921716711584,0.028222206403539417,0.0020115728176079454,0.060540215785660156,29.083223503828048,28.053060685968124,30.295591990152996,0.00013373299873828298,1076
57,0.030970098937214197,0.027974135923583655,0.0019631624059458642,0.05991926055304623,29.126030188798904,28.125625257547192,30.303377488843438,0.0001309016994374947,1076
58,0.030710948057313447,0.02770826395265204,0.0019360240918327102,0.060053682912030296,28.716273540258406,27.851503747047026,29.733995813901732,0.00012804273893060025,1076
59,0.03056678167097686,0.027575790497810202,0.0019259027223367605,0.05981982258048089,29.219623970985413,28.168131767669855,30.457094387132294,0.00012515867637445086,1076
60,0.030287881213894675,0.027311610473409905,0.0018941719765726435,0.05952541434749629,29.037455445528032,28.223983147240787,29.994807197934104,0.00012225209339563142,1076
61,0.030425420756275214,0.02744778432644433,0.001890529980165685,0.05955272848063519,29.26605629324913,28.32250038323375,30.37649964313118,0.00011932559177955533,1076
62,0.03029695521697374,0.027315300422786393,0.001887226648750753,0.05963309682891825,29.240846699476243,28.29395677864207,30.355213749165436,0.00011638179114151376,1076
63,0.0298991636087474,0.02693737616596335,0.0018451538826107414,0.059235749040906865,29.400564968585968,28.401120180339483,30.576782304413463,0.00011342332658176554,1076
64,0.02980302080562248,0.026848212438012338,0.0018268130949246576,0.05909616795115755,29.23469732403755,28.31578384796319,30.316139714247516,0.00011045284632676538,1076
65,0.029846091184342716,0.02688772052606104,0.001838296279549204,0.05916741258745189,29.38330433368683,28.451009551913753,30.48049479114766,0.00010747300935864241,1076
66,0.029434419573772852,0.026506097513843037,0.0017928374211680833,0.05856644110684889,29.426099598407745,28.356235901055307,30.685190888489185,0.00010448648303505151,1076
67,0.029378624564576825,0.02644548270086235,0.0017836962265138198,0.058662837109836614,29.34130282998085,28.41539108408669,30.43098127923044,0.00010149594070152638,1076
68,0.029349156881710272,0.02640665158954861,0.0017845502164512163,0.05885010680052206,29.441128998994827,28.53249921412826,30.51046881383779,9.850405929847367e-05,1076
69,0.029150763920380227,0.026230776691151484,0.0017586262028627133,0.058399744425315175,29.130571830272675,28.17671951117543,30.25313272281569,9.551351696494854e-05,1076
70,0.029049532946725427,0.02611473717789086,0.001746780550748726,0.058695914995853124,29.544825822114944,28.59735886899033,30.659871964227584,9.252699064135759e-05,1076
71,0.028963898485145603,0.026041739699898155,0.0017336951976068158,0.058443176058089866,29.503835594654085,28.580486782713432,30.590497801903965,8.954715367323468e-05,1076
72,0.028849122349474038,0.025919072547248914,0.0017241759049480255,0.05860099636994607,29.51308822631836,28.479537379534946,30.72944398477775,8.657667341823447e-05,1076
73,0.028683981932630435,0.025771427605314992,0.001708168694061369,0.05825108698773506,29.538184970617294,28.551962692613547,30.698841120921024,8.361820885848625e-05,1076
74,0.0285628274218162,0.025668702451823813,0.0016971413695764533,0.0578824992076975,29.55101271867752,28.596281911596396,30.674607478031497,8.067440822044472e-05,1076
75,0.02837240139929557,0.025480360573427716,0.0016727745495392547,0.05784081654505437,29.56023325920105,28.662372511935374,30.616899308704195,7.774790660436862e-05,1076
76,0.028214776943018834,0.025335489543757254,0.001658651028549018,0.05758574719412675,29.57731004357338,28.735135701350394,30.56844039190383,7.484132362554918e-05,1076
77,0.028091415433995563,0.025218841500777654,0.0016392480918640344,0.05745147893094496,29.720558375120163,28.774881351889903,30.833498001098633,7.195726106939977e-05,1076
78,0.027990862013093545,0.025120624326356446,0.0016221691140551016,0.0574047538714975,29.733562850952147,28.752970656907628,30.887593120133797,6.90983005625053e-05,1076
79,0.027982361953996372,0.025108001768748278,0.0016291540989024325,0.057487203952506685,29.573347246646883,28.563899541865883,30.761336722341525,6.626700126171704e-05,1076
80,0.027800247705018766,0.024935326731130202,0.0016091124723558521,0.057298419682038984,29.648078501224518,28.690153739355893,30.775432132539294,6.346589756336055e-05,1076
81,0.027819711156708768,0.024941638376923852,0.001609359801088877,0.057561454714577104,29.63532820940018,28.67558746117388,30.76481902193861,6.069749683460768e-05,1076
82,0.027558036736250756,0.024697858043496244,0.0015863438173688187,0.05720357353830204,29.68641557097435,28.804793694115787,30.723970568909937,5.79642771690435e-05,1076
83,0.027548633309835948,0.024694385751822208,0.0015828720979123344,0.05708495138012233,29.738512349128722,28.861318290578147,30.770856377218855,5.526868516843675e-05,1076
84,0.02743385634108076,0.024581486712379527,0.001567145152233643,0.057047391924868615,29.842456060647965,28.893230691810565,30.959571630776335,5.261313375270016e-05,1076
85,0.02741665439247448,0.024561029154336476,0.0015663168514305362,0.05711250504492661,29.75832509994507,28.735970403417685,30.961504436674574,5.000000000000004e-05,1076
86,0.02732233990063427,0.024470387298447603,0.0015614451373127535,0.05703905220818619,29.888462561368943,28.97127199999859,30.967877303661943,4.743162301894954e-05,1076
87,0.027090919860136665,0.02426013576696007,0.0015359800521270925,0.056615681875649436,29.890780633687974,28.944660881351183,31.004241294601336,4.491030185478978e-05,1076
88,0.02712312058396776,0.024284636187211345,0.001538829210288537,0.056769688314235456,29.82698135972023,28.98060206595184,30.82306039252249,4.2438293431432685e-05,1076
89,0.027091203060098077,0.02424590085671183,0.001533658543247193,0.0569060441612034,29.929001224040984,29.011367279670143,31.008937770817557,4.001781053120865e-05,1076
90,0.027009404877193798,0.024170130480004676,0.001528508007942074,0.056785487462541424,29.88031695485115,28.93128633223517,30.997203333848187,3.765101981412667e-05,1076
91,0.026983954383711223,0.024145160703036975,0.0015244348293610027,0.056775874108574646,29.95298166871071,29.043389094358236,31.023454562336408,3.534003987842006e-05,1076
92,0.02681796663859686,0.02397922067954915,0.0015033208877339415,0.056774918516218444,29.897556328773497,29.059740871363292,30.883556833072586,3.308693936411419e-05,1076
93,0.02673390995690315,0.02390607547527352,0.0014996305342307521,0.05655668985590228,29.980802327394485,29.088188447015135,31.031293492738893,3.089373510131355e-05,1076
94,0.02669229939818853,0.02386841635811783,0.001492977764198451,0.05647766207895314,29.982953798770904,29.087886181869948,31.036332694851623,2.8762390304865518e-05,1076
95,0.026518430392046675,0.02370907361255647,0.0014787087093417267,0.0561871358148449,29.964723885059357,29.105807530397623,30.975557418096635,2.669481281701738e-05,1076
96,0.026511359566884968,0.023687697410389615,0.0014712383633489862,0.05647324337225865,29.995288103818893,29.108888361495353,31.03846603185952,2.4692853399638927e-05,1076
97,0.026449936793486978,0.023629134081193284,0.001467518889705294,0.05641605390658166,30.000359499454497,29.130106501496595,31.02453479637094,2.275830407754007e-05,1076
98,0.026420733519677473,0.023603597240432487,0.0014694756107685263,0.0563427247609043,30.029597139358522,29.145567987695596,31.06998518859448,2.0892896534365877e-05,1076
99,0.026480617814396118,0.023657771459257848,0.0014724012205542107,0.05645692628396322,30.011205571889878,29.143838904496562,31.031984030794934,1.9098300562505273e-05,1076
100,0.026279067356644897,0.023468378699318847,0.0014502805293670536,0.05621377342003207,30.053149497509004,29.158699575876224,31.10580144609724,1.737612256840054e-05,1076
101,0.02623797527109325,0.023429141798814876,0.0014491012516238062,0.056176669178980655,30.047062796354293,29.16072045034067,31.090173176356725,1.572790413459609e-05,1076
102,0.02618675814512217,0.02337601879563141,0.001443131862521573,0.056214786930958355,30.0611936211586,29.179377407007824,31.098977328968697,1.4155120639813397e-05,1076
103,0.026102872961806654,0.02331260850498986,0.001438224946996275,0.05580528915883994,30.073162227869034,29.199325958428354,31.10155457217677,1.265917993828704e-05,1076
104,0.02617127914587555,0.023367940872339843,0.0014422621484283275,0.05606676580308206,30.07292115688324,29.199032833121414,31.101374762398855,1.1241421099544596e-05,1076
105,0.026164240087815267,0.02335594111419937,0.001442703454461828,0.05616597984796286,30.086270612478256,29.213703563447634,31.113169248412255,9.903113209758101e-06,1076
106,0.026098591107598136,0.023294721633978326,0.0014307559486515353,0.056077388768710996,30.054720443487167,29.207727994532945,31.0515210806918,8.64545423573993e-06,1076
107,0.02598580464177166,0.02318950703101004,0.0014236718317217688,0.055925951882864464,30.095895344018935,29.21651696883185,31.1308100304636,7.4695699526003455e-06,1076
108,0.02607239980499873,0.02326907695627678,0.0014277083878385917,0.0560664571475473,30.06618708372116,29.225982908568632,31.05499880005713,6.376512936026306e-06,1076
109,0.026038795966675788,0.02323507550553346,0.0014309775555490336,0.05607440951539958,30.103379201889037,29.23022115850724,31.13097336178734,5.367261620083578e-06,1076
110,0.025998067574707105,0.023199578348138683,0.001423174608168824,0.05596978367448241,30.10823228955269,29.238665145256615,31.13160042535691,4.442719421385924e-06,1076
111,0.02593867594140779,0.023144849206469816,0.0014199375519641506,0.055876535083059925,30.112407046556473,29.242379557879673,31.136316948196516,3.6037139304146784e-06,1076
112,0.025929377067204024,0.023129923149707923,0.0014193986700105543,0.05598907815950289,30.11566244959831,29.243038397992965,31.14262817019508,2.850996170713262e-06,1076
113,0.0259690526981066,0.023170277230496965,0.0014192454447536158,0.05597550927775611,30.114380943775178,29.250976099444262,31.130496849008157,2.1852399266194437e-06,1076
114,0.025914884278841567,0.023122001846137434,0.0014161197478375761,0.05585764888604777,30.11908278465271,29.251242973900943,31.140418072136082,1.6070411401370344e-06,1076
115,0.02580273439623,0.023015289894585605,0.00140200369806569,0.05574889001384599,30.12858164906502,29.249823432437257,31.162766489041907,1.1169173774871486e-06,1076
116,0.025876315142682384,0.023078615586775385,0.001414368422730085,0.055953990666327315,30.12986567020416,29.25670223566838,31.157466174793893,7.153073658162652e-07,1076
117,0.025789773701015015,0.023005617971161595,0.0014054042138243665,0.05568311443780878,30.12415706515312,29.25266898711982,31.14978589168211,4.0257060047609355e-07,1076
118,0.025943865231844186,0.02313298478092458,0.0014193949676300555,0.05621760856311727,30.12674748301506,29.25722271031727,31.150065752924704,1.789870232264847e-07,1076
119,0.025876454687867742,0.02308724703419552,0.0014146784318228673,0.055784152908991594,30.126760017871856,29.2560136717868,31.151515921767878,4.4756771649667784e-08,1076
120,0.025826077769790883,0.023033982063176243,0.0014066517035891024,0.05584191403015894,30.12687514424324,29.255985678964958,31.151799480931288,0.0,1076
